sku,attribute_set_code,product_type,categories,product_websites,name,description,weight,product_online,tax_class_name,visibility,price,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,qty,is_in_stock,website_id,additional_images,additional_image_labels,njm_sku,njm_name,dimensions
wi-001087,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Classic Chairs,Default Category/Modern Furniture/Classic Chairs/Side and Dining Chair",base,Dannemora dining chair set,"A+D Modern's Dannemora dining chair set is constructed with a metal back and legs and dark-walnut-finished wood set. This modern upgrade on a classic spindle armchair design offers a contemporary seating option for a variety of dining room styles. Sold as a set of two, with a black or white metal frame. Requires assembly.",45,1,Taxable Goods,"Catalog, Search",359,Dannemora-dining-chair-set.jpg,,Dannemora-dining-chair-set.jpg,,Dannemora-dining-chair-set.jpg,,1000,1,0,"Dannemora-dining-chair-set1.jpg,Dannemora-dining-chair-set2.jpg,Dannemora-dining-chair-set3.jpg,Dannemora-dining-chair-set4.jpg,Dannemora-dining-chair-set5.jpg,Dannemora-dining-chair-set6.jpg",,27W-CDC271,longford dining chair set,"30""W x 26.75""D x 18""H "
tf-001000,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Modern Tables,Default Category/Modern Furniture/Modern Tables/Dining Tables",base,Arietta dining table,"With industrial-rustic modern styling, A+D Modern's Arietta dining table promises eye-catching appeal in your home's entertaining space. Its table surface is crafted in solid Elm with a washed grey finish, upon striking splayed legs of black metal.",300,1,Taxable Goods,"Catalog, Search",2499,Arietta-dining-table.jpg,,Arietta-dining-table.jpg,,Arietta-dining-table.jpg,,1000,1,0,"Arietta-dining-table1.jpg,Arietta-dining-table2.jpg",,25T-TOV-G5465,lyme dining table,"78.75""W x 39.25""D x 30""H"
wi-001088,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Classic Chairs,Default Category/Modern Furniture/Classic Chairs/Side and Dining Chair",base,Dansville dining chair set,"<p>This petite dining chair is a stylish seat, showcasing a pleasing wooden design. Its medium to dark brown stain complements any color palette with ease. The Dansville Designer Dining Chair is sold as a set of two.</p>
<p>Features:</p>
<ul>
<li>Contemporary dining chair</li>
<li>Brown plywood frame;</li>
<li>Fully assembled</li>
<li>Wipe clean with a dry cloth</li>
<li>Sold as a set of two chairs</li>
</ul>",20,1,Taxable Goods,"Catalog, Search",879,Dansville-dining-chair-set.jpg,,Dansville-dining-chair-set.jpg,,Dansville-dining-chair-set.jpg,,1000,1,0,"Dansville-dining-chair-set1.jpg,Dansville-dining-chair-set2.jpg,Dansville-dining-chair-set3.jpg",,27W-DC-778,Dansville dining chair set,"18"" W x 20"" D x 31.25"" H
<br />Seat: 18"" W x 15.75"" D x 18.25"" H"
jo-000338,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Classic Chairs,Default Category/Modern Furniture/Classic Chairs/Side and Dining Chair",base,Day dining chair set,"A+D Modern's Day dining chair set offers a contemporary and comfortable option for any table space. Sold as a set of two, the padded seat and back cushions are upholstered in a neutral gray polyurethane with solid wood legs in a dark stain.",30,1,Taxable Goods,"Catalog, Search",299,Day-dining-chair-set.jpg,,Day-dining-chair-set.jpg,,Day-dining-chair-set.jpg,,1000,1,0,"Day-dining-chair-set1.jpg,Day-dining-chair-set2.jpg,Day-dining-chair-set3.jpg,Day-dining-chair-set4.jpg",,13J-509,"locust dining chair, set of 2","W17.2"" x D22.0"" x H35.0"""
tf-001029,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Benches",base,Eastrandolph bench,"Featuring clean lines crafted in gold tone metal legs, with a plush navy velvet seat cushion, A+D Modern's Eastrandolph bench makes a versatile accent piece any space you place it - from the home's hallway, sleeping space or living room.",24,1,Taxable Goods,"Catalog, Search",769,Eastrandolph-bench.jpg,,Eastrandolph-bench.jpg,,Eastrandolph-bench.jpg,,1000,1,0,"Eastrandolph-bench1.jpg,Eastrandolph-bench2.jpg",,25T-TOV-O69,livingston bench,"40.2""W x 16""D x 18""H"
tf-001011,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Classic Chairs,Default Category/Modern Furniture/Classic Chairs/Side and Dining Chair",base,Elba chair set,"A+D Modern's sophisticated Elba chair is glamorous in gold and makes an elegant statement as an accent, dining, or side chair. Crafted in solid steel, it is available with or without a plush sheepskin seat pad.",22,1,Taxable Goods,"Catalog, Search",579,Elba-chair-set.jpg,,Elba-chair-set.jpg,,Elba-chair-set.jpg,,1000,1,0,"Elba-chair-set1.jpg,Elba-chair-set2.jpg,Elba-chair-set3.jpg,Elba-chair-set4.jpg,Elba-chair-set5.jpg,Elba-chair-set6.jpg,Elba-chair-set7.jpg,Elba-chair-set8.jpg,Elba-chair-set9.jpg,Elba-chair-set10.jpg,Elba-chair-set11.jpg",,25T-TOV-G7212,"loring chair, set of 2","17""W x 22""D x 36""H"
tf-001004,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Modern Tables,Default Category/Modern Furniture/Modern Tables/Coffee Tables",base,Elbridge coffee table,"A+D Modern's architectural Elbridge tables provide both a practical element as well as a stylish room accent for the modern living space. The Elbridge coffee table has a geometric metal frame, in a gold finish, with a beautiful marble table top that features plenty of character.
",107,1,Taxable Goods,"Catalog, Search",879,Elbridge-coffee-table.jpg,,Elbridge-coffee-table.jpg,,Elbridge-coffee-table.jpg,,1000,1,0,Elbridge-coffee-table1.jpg,,25T-TOV-G5477,lois coffee table,"30""W x 30""D x 15.75""H"
tf-001005,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Modern Tables,Default Category/Modern Furniture/Modern Tables/Side Tables",base,Elbridge side table,"A+D Modern's architectural Elbridge tables provide both a practical element as well as a stylish room accent for the modern living space. The Elbridge side table has a geometric metal frame, in a gold finish, with a beautiful marble table top that features plenty of character.
",45,1,Taxable Goods,"Catalog, Search",549,Elbridge-side-table.jpg,,Elbridge-side-table.jpg,,Elbridge-side-table.jpg,,1000,1,0,Elbridge-side-table1.jpg,,25T-TOV-G5478,lois side table,"18""W x 18""D x 21.75""H"
zm-001193,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Modern Bedroom",base,Fairport platform bed,"Behold, our mid-century modern marvel, the Fairport platform bed. Featuring a softly padded and tufted headboard, elegant gray poly-linen upholstery wraps the entire frame of rubber wood.",126,1,Taxable Goods,"Catalog, Search",899,Fairport-platform-bed.jpg,,Fairport-platform-bed.jpg,,Fairport-platform-bed.jpg,,1000,1,0,"Fairport-platform-bed1.jpg,Fairport-platform-bed2.jpg,Fairport-platform-bed3.jpg,Fairport-platform-bed4.jpg,Fairport-platform-bed5.jpg",,29Z-100569,noll platform bed,"Queen: W67.7 x H47.3 x L88.2""
<br />King: W83.5 x H47.3 x L88.2"""
th-001290,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Modern Case Goods,Default Category/Modern Furniture/Office Furniture,Default Category/Modern Furniture/Office Furniture/Office Desks",base,Farmingdale workstation,"Modern and versatile, A+D Modern's Farmindale workstation is ideal in small office spaces for hiding documents and other equipment. Offering ample storage throughout the entire unit, it also has a drop-down door which converts into a work area for your laptop or tablet. The roomy drawer and doors in the bottom half of the unit offer extra storage to deliver a well designed home office system that is both practical and stylish. Requires Assembly.",124,1,Taxable Goods,"Catalog, Search",1099,Farmingdale-workstation.jpg,,Farmingdale-workstation.jpg,,Farmingdale-workstation.jpg,,1000,1,0,"Farmingdale-workstation1.jpg,Farmingdale-workstation2.jpg,Farmingdale-workstation3.jpg,Farmingdale-workstation4.jpg,Farmingdale-workstation5.jpg,Farmingdale-workstation6.jpg,Farmingdale-workstation7.jpg,Farmingdale-workstation8.jpg",,31T-9500.052606,marketfield workstation,"H43"" x W43"" x D17""
<br />Drop down door converts to working top 43.3"" wide by 14.7"" deep
<br />Top space is 13.3"" tall divided in three sections: left/right sections 11.7"" deep shelf by 8.5"" wide"
mo-000353,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Classic Chairs,Default Category/Modern Furniture/Classic Chairs/Living Room Chair",base,Farnham armchair,"<p>This is our replica tulip sixty six armchair for b&b Italia, designed by Jeffrey Bernett. This chair is comfortable and revolving, supplied with an aluminum bright-brushed disc base.</p>",75,1,Taxable Goods,"Catalog, Search",879,Farnham-armchair.jpg,,Farnham-armchair.jpg,,Farnham-armchair.jpg,,1000,1,0,"Farnham-armchair1.jpg,Farnham-armchair2.jpg,Farnham-armchair3.jpg",,14M-10474,tulip-sixtysix armchair for b&b,
nl-000572,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Modern Tables,Default Category/Modern Furniture/Modern Tables/Dining Tables",base,Fleming dining table,"Constructed from brushed stainless steel legs and a clear plate glass top, the Fleming dining table speaks to modern industrial design. Its clean lines offer a sturdy and functional furniture piece for any dining space.",270,1,Taxable Goods,"Catalog, Search",2099,Fleming-dining-table.jpg,,Fleming-dining-table.jpg,,Fleming-dining-table.jpg,,1000,1,0,Fleming-dining-table1.jpg,,18N-HGAR182,parker dining table,"86 3/4"" x 39 1/2"" x 29 1/2"""
sb-000899,customOptionsSet,simple,Default Category/Modern Furniture,base,Floralpark sofa,"<p>Clean lines, detached back cushions and a rich sage green cover this modern 3 seater sofa. Elegant styling is built in and the comfort factor is amped up for this modern sofa. You'll have no problem coordinating accent pieces with this earthy color. The fabric composition ensures clean up is pain free. Available in green or red.</p>",138,1,Taxable Goods,"Catalog, Search",1699,Floralpark-sofa.jpg,,Floralpark-sofa.jpg,,Floralpark-sofa.jpg,,1000,1,0,"Floralpark-sofa1.jpg,Floralpark-sofa2.jpg,Floralpark-sofa3.jpg",,22S-TK2020,modern 3-seater,
nl-000624,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Classic Chairs,Default Category/Modern Furniture/Classic Chairs/Side and Dining Chair",base,Fortcovington armchair,"With a gentle nod to the contours of a classic eame's shell chair design, our Fortcovington armchair provides a stylish seating element in a variety of modern home spaces. Its ash-stained walnut frame is finished in either black naugahyde or gray fabric upholstery (shown).",25,1,Taxable Goods,"Catalog, Search",829,Fortcovington-armchair.jpg,,Fortcovington-armchair.jpg,,Fortcovington-armchair.jpg,,1000,1,0,,,18N-HGEM820,micieli armchair,"26""½ x 22""½ x 30¾"""
tf-001030,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Benches",base,Fredonia bench," A+D Modern's Fredonia bench features translucent Lucite side panel legs and a bright cushion seat with pebbled velvet textured upholstery. This modern bench is also available in leather, velvet, and stripe fabric options and is a versatile seating piece or room accent in the home's entry way, living or sleeping spaces",31,1,Taxable Goods,"Catalog, Search",769,Fredonia-bench.jpg,,Fredonia-bench.jpg,,Fredonia-bench.jpg,,1000,1,0,"Fredonia-bench1.jpg,Fredonia-bench2.jpg,Fredonia-bench3.jpg,Fredonia-bench4.jpg,Fredonia-bench5.jpg,Fredonia-bench6.jpg",,25T-TOV-O70,linwood bench,"53.5""W x 16.15""D x 17.15""H"
nl-000644,customOptionsSet,simple,"Default Category/Lighting,Default Category/Lighting/Ceiling Lighting",base,Freedom pendant lamp,"The Freedom pendant lamp showcases a modern-Gothic inspired filigree design, laser cut in .125"" thick black acrylic, accented with pendant drop chains. This intricate lighting accent is well placed illuminating any interior home space. Requires five E12 small base 40 watt bulbs (not included).",20,1,Taxable Goods,"Catalog, Search",489,Freedom-pendant-lamp.jpg,,Freedom-pendant-lamp.jpg,,Freedom-pendant-lamp.jpg,,1000,1,0,Freedom-pendant-lamp1.jpg,,18N-HGML231,riel pendant lamp,"23 1/2"" x 11 3/4"""""""
zm-001186,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Classic Chairs,Default Category/Modern Furniture/Classic Chairs/Side and Dining Chair",base,Fremont dining chair,"A+D Modern's Fremont dining chair is available with either a classic white or black padded leatherette upholstery seat, atop a polished chrome steel frame. Stylishly modern, it brings a sophisticated touch to any dining space.",20,1,Taxable Goods,"Catalog, Search",299,Fremont-dining-chair.jpg,,Fremont-dining-chair.jpg,,Fremont-dining-chair.jpg,,1000,1,0,"Fremont-dining-chair1.jpg,Fremont-dining-chair2.jpg,Fremont-dining-chair3.jpg",,29Z-100380 ,mach dining chair ,"W17"" x H33.5"" x L21"""
tf-001006,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Modern Bedroom,Default Category/Modern Furniture/Modern Case Goods",base,Greenfield chest,"Rich with style, A+D Modern's Greenfield chest promises a handsome piece for a variety of spaces in your home, from the bedroom to a sophisticated living room sideboard showpiece. Lux gold handles and base beautifully contrast with its high-gloss black finish.",110,1,Taxable Goods,"Catalog, Search",979,Greenfield-chest.jpg,,Greenfield-chest.jpg,,Greenfield-chest.jpg,,1000,1,0,"Greenfield-chest1.jpg,Greenfield-chest2.jpg,Greenfield-chest3.jpg,Greenfield-chest4.jpg,Greenfield-chest5.jpg",,25T-TOV-G5479,ludlam chest,"31.5""W x 15.75""D x 31.5""H"
tf-001009,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Modern Bedroom,Default Category/Modern Furniture/Office Furniture,Default Category/Modern Furniture/Office Furniture/Office Desks",base,Greenfield desk,"Rich with style, A+D Modern's Greenfield desk promises a handsome piece for your home or office workspace, or perhaps even a sophisticated dressing table for the bedroom. Lux gold handles and base beautifully contrast with its high-gloss black finish. Pair it with the matching chest for a dramatic look.",131,1,Taxable Goods,"Catalog, Search",999,Greenfield-desk.jpg,,Greenfield-desk.jpg,,Greenfield-desk.jpg,,1000,1,0,"Greenfield-desk1.jpg,Greenfield-desk2.jpg,Greenfield-desk3.jpg,Greenfield-desk4.jpg",,25T-TOV-G5491,ludlam desk,"50.8""W x 26.4""D x 31.5""H"
tf-000965,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Classic Chairs,Default Category/Modern Furniture/Classic Chairs/Living Room Chair",base,Hamlin wing chair,"Brilliantly bold, A+D Modern's sculptural Hamlin wing chair is certain to make a statement in your living room or reading nook space. Set upon flared Beech legs with gold tip detail, the stately silhouette is finished with a plushly padded seat and wide back of sophisticated velvet.",48,1,Taxable Goods,"Catalog, Search",979,Hamlin-wing-chair.jpg,,Hamlin-wing-chair.jpg,,Hamlin-wing-chair.jpg,,1000,1,0,"Hamlin-wing-chair1.jpg,Hamlin-wing-chair2.jpg,Hamlin-wing-chair3.jpg,Hamlin-wing-chair4.jpg,Hamlin-wing-chair5.jpg",,25T-TOV-A156,mcdonald wing chair,"30.1""W x 31.9""D x 44.1""H"
zm-001262,customOptionsSet,simple,"Default Category/Modern Furniture,Default Category/Modern Furniture/Modern Bedroom,Default Category/Modern Furniture/Modern Case Goods",base,Hammond double dresser,"Our modern Hammond bedroom furniture collection features clean lines and is crafted from solid rubberwood and wood veneer. The Hammond double dresser has six drawers in contrasting white, providing ample storage for clothing and other personal items. ",128,1,Taxable Goods,"Catalog, Search",1299,Hammond-double-dresser.jpg,,Hammond-double-dresser.jpg,,Hammond-double-dresser.jpg,,1000,1,0,"Hammond-double-dresser1.jpg,Hammond-double-dresser2.jpg,Hammond-double-dresser3.jpg,Hammond-double-dresser4.jpg,Hammond-double-dresser5.jpg",,29Z-800332-Wa,la double dresser,"W55"" x D17.7"" x H31.5"""
